Name,playerid,Team,Pos,ExpectedPM,height,weight,z_score,BMI,combined_data,label
Johan Larsson,larssjo02,BUF,C,-7.8,71,198,-1.9705352401196576,27.612378496330095,-1.97053524011966_71_198_27.6123784963301,1
Aaron Ekblad,ekblaaa01,FLA,D,-7.8,76,216,-1.9705352401196576,26.289473684210527,-1.97053524011966_76_216_26.2894736842105,1
Christian Dvorak,dvorach01,ARI,C,-8,72,195,-2.0195055172651415,26.44386574074074,-2.01950551726514_72_195_26.4438657407407,1
Alex Goligoski,goligal01,ARI,D,-8.1,71,185,-2.0439906558378835,25.799444554651856,-2.04399065583788_71_185_25.7994445546519,1
Nick Bonino,boninni01,NSH,C,-8.1,73,196,-2.0439906558378835,25.85625820979546,-2.04399065583788_73_196_25.8562582097955,1
Matt Cullen,cullema01,MIN,C,-8.3,73,202,-2.0929609329833676,26.647776318258586,-2.09296093298337_73_202_26.6477763182586,1
Alex Galchenyuk,galchal01,MTL,LW,-8.3,73,207,-2.0929609329833676,27.307374741977856,-2.09296093298337_73_207_27.3073747419779,1
Markus Granlund,granlma01,VAN,C,-8.4,72,183,-2.1174460715561096,24.816550925925927,-2.11744607155611_72_183_24.8165509259259,1
Madison Bowey,boweyma01,WSH,D,-8.4,74,198,-2.1174460715561096,25.41891891891892,-2.11744607155611_74_198_25.4189189189189,1
John Carlson,carlsjo01,WSH,D,-8.7,75,218,-2.190901487274335,27.245155555555556,-2.19090148727433_75_218_27.2451555555556,1
Erik Gudbranson,gudbrer01,VAN,D,-8.7,77,220,-2.190901487274335,26.085343228200372,-2.19090148727433_77_220_26.0853432282004,1
Michael Del Zotto,delzomi01,VAN,D,-9.9,72,195,-2.4847231501472384,26.44386574074074,-2.48472315014724_72_195_26.4438657407407,1
Brooks Orpik,orpikbr01,WSH,D,-12.8,75,217,-3.1947921687567544,27.120177777777776,-3.19479216875675_75_217_27.1201777777778,0
