Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
1,Justin Abdelkader\abdelju01,30,DET,LW,41,480,504,48.8,0.6,364,385,48.6,-0.8,8.6,91.4,100.0,53.4,46.6,16:51,13:05,9,18,-3.3,109,54.1
2,Pontus Aberg\abergpo01,24,NSH,LW,29,245,328,42.8,-8.3,190,250,43.2,-8.4,9.8,95.5,105.3,56.4,43.6,10:58,10:54,9,5,-3.4,56,53.6
3,Noel Acciari\acciano01,26,BOS,C,30,302,304,49.8,-4.0,238,201,54.2,0.9,5.7,92.4,98.1,38.2,61.8,12:53,11:29,9,3,3.1,57,57.9
4,Kenny Agostino\agostke01,25,BOS,LW,5,34,48,41.5,-8.5,28,33,45.9,-4.1,4.8,92.0,96.8,37.5,62.5,12:03,8:59,1,0,-0.1,17,64.7
5,Sebastian Aho\ahose01,20,CAR,RW,45,716,612,53.9,0.1,523,474,52.5,-1.1,9.2,88.6,97.8,54.3,45.7,17:46,14:50,33,34,0.0,243,53.1
6,Sebastian Aho\ahose02,21,NYI,D,7,106,123,46.3,1.3,77,107,41.8,-0.4,15.8,88.8,104.5,48.5,51.5,14:55,13:15,1,8,-1.9,17,47.1
7,Mark Alt\altma01,26,PHI,D,8,89,96,48.1,-4.7,69,75,47.9,-4.5,6.0,94.8,100.8,58.3,41.7,13:26,12:44,2,2,-0.6,12,41.7
8,Karl Alzner\alzneka01,29,MTL,D,46,764,749,50.5,-0.9,545,553,49.6,-1.7,7.0,90.4,97.4,46.1,53.9,20:24,17:23,8,62,-0.7,106,43.4
9,Michael Amadio\amadimi01,21,LAK,C,10,42,66,38.9,-12.0,35,49,41.7,-7.9,4.2,90.9,95.1,73.7,26.3,6:43,6:42,0,0,-1.2,8,75.0
10,Josh Anderson\anderjo05,23,CBJ,RW,45,807,646,55.5,6.8,614,464,57.0,7.0,7.4,92.0,99.4,60.7,39.3,18:34,16:04,32,14,3.8,243,59.3
11,Rasmus Andersson\anderra01,21,CGY,D,1,17,14,54.8,10.0,14,12,53.8,6.0,22.2,100.0,122.2,71.4,28.6,13:56,13:56,0,0,0.5,1,0.0
12,Andy Andreoff\andrean01,26,LAK,LW,29,225,258,46.6,-4.1,174,200,46.5,-3.3,5.1,91.9,97.0,53.9,46.1,9:20,9:17,0,4,-3.3,53,58.5
13,Sven Andrighetto\andrisv01,24,COL,RW,37,415,411,50.2,2.7,286,322,47.0,-0.9,8.8,88.6,97.4,51.7,48.3,14:35,11:37,16,11,-6.1,144,55.6
14,Artem Anisimov\anisiar01,29,CHI,C,36,473,467,50.3,-4.0,335,364,47.9,-4.8,6.6,94.5,101.1,54.1,45.9,17:08,12:32,11,14,-4.2,124,59.7
15,Victor Antipin\antipvi01,25,BUF,D,24,251,285,46.8,-3.0,179,219,45.0,-5.3,8.0,92.3,100.3,64.7,35.3,15:10,13:47,1,6,-2.4,47,48.9
16,Josh Archibald\archijo01,25,TOT,RW,14,159,152,51.1,2.7,117,115,50.4,3.8,7.5,85.7,93.2,43.6,56.4,13:08,12:08,1,0,-0.4,34,50.0
17,Joel Armia\armiajo01,24,WPG,RW,43,397,348,53.3,3.2,295,257,53.4,2.8,8.6,91.3,99.9,41.6,58.4,11:54,9:25,22,5,5.0,124,61.3
18,Viktor Arvidsson\arvidvi01,24,NSH,LW,42,600,588,50.5,1.2,441,455,49.2,-0.5,9.3,93.4,102.7,53.7,46.3,18:17,13:43,20,17,-4.5,224,58.5
19,Andreas Athanasiou\athanan01,23,DET,LW,34,378,448,45.8,-2.4,295,346,46.0,-3.6,9.2,89.5,98.7,49.2,50.8,16:02,13:13,27,21,-3.9,150,58.7
20,Cam Atkinson\atkinca01,28,CBJ,RW,32,458,456,50.1,-1.8,354,343,50.8,-2.5,8.5,91.3,99.8,48.2,51.8,18:30,14:38,12,12,0.7,157,59.9
21,Justin Auger\augerju01,23,LAK,RW,2,10,21,32.3,-20.5,9,15,37.5,-16.6,0.0,90.9,90.9,50.0,50.0,7:60,7:60,0,0,-0.8,3,33.3
22,Yohann Auvitu\auvityo01,28,EDM,D,20,292,250,53.9,0.1,222,186,54.4,-0.7,10.3,93.1,103.4,62.7,37.3,13:53,13:33,7,15,1.0,88,55.7
23,David Backes\backeda01,33,BOS,RW,27,400,324,55.2,3.3,300,224,57.3,5.6,8.5,89.1,97.6,50.2,49.8,16:06,13:39,15,12,6.1,119,62.2
24,Mikael Backlund\backlmi01,28,CGY,C,45,737,593,55.4,4.8,541,457,54.2,3.7,6.7,90.0,96.6,42.8,57.2,19:11,14:28,48,26,1.4,192,53.6
25,Nicklas Backstrom\backsni02,30,WSH,C,46,678,659,50.7,4.0,491,519,48.6,3.1,10.1,93.0,103.1,50.8,49.2,19:42,15:08,28,38,-2.5,154,53.2
26,Sven Baertschi\baertsv01,25,VAN,LW,34,392,442,47.0,-1.2,286,326,46.7,-0.5,9.8,92.9,102.7,53.2,46.8,15:45,13:26,11,10,-5.0,94,54.3
27,Josh Bailey\bailejo01,28,NYI,RW,43,594,633,48.4,-0.5,428,490,46.6,-2.0,12.7,89.8,102.5,52.9,47.1,17:52,14:13,26,39,-3.4,146,51.4
28,Justin Bailey\baileju01,22,BUF,RW,7,56,71,44.1,-8.3,45,57,44.1,-7.8,9.1,88.6,97.7,58.5,41.5,11:53,10:32,2,2,-0.1,15,66.7
29,Chase Balisy\balisch01,25,FLA,C,8,59,57,50.9,2.9,46,41,52.9,3.7,0.0,93.1,93.1,53.3,46.7,9:49,8:18,5,2,-0.7,13,46.2
30,Nicholas Baptiste\baptini01,22,BUF,RW,4,20,29,40.8,-2.8,17,22,43.6,-2.3,0.0,100.0,100.0,50.0,50.0,8:03,8:02,0,0,-0.3,4,100.0
31,Ivan Barbashev\barbaiv01,22,STL,C,19,200,211,48.7,-2.8,156,146,51.7,-3.0,7.4,93.8,101.2,57.8,42.2,12:26,12:04,8,5,0.6,31,35.5
32,Mark Barberio\barbema01,27,COL,D,41,562,579,49.3,2.1,398,424,48.4,1.4,8.3,92.6,100.9,37.5,62.5,17:06,14:34,7,13,-1.0,106,40.6
33,Aleksander Barkov\barkoal01,22,FLA,C,43,773,673,53.5,6.4,594,509,53.9,6.1,9.3,89.0,98.3,42.6,57.4,22:26,17:10,35,31,5.7,208,68.3
34,Tyson Barrie\barrity01,26,COL,D,34,542,582,48.2,0.8,384,434,46.9,0.2,11.2,89.9,101.1,59.0,41.0,21:20,17:11,12,17,-7.2,191,43.5
35,Matt Bartkowski\bartkma01,29,CGY,D,13,127,159,44.4,-8.7,85,127,40.1,-12.2,6.9,92.4,99.3,47.3,52.7,11:49,11:27,1,7,-2.5,21,47.6
36,Mathew Barzal\barzama01,20,NYI,C,47,711,608,53.9,7.5,519,454,53.3,8.0,11.4,89.7,101.1,53.1,46.9,17:17,13:58,32,42,5.6,152,67.1
37,Jay Beagle\beaglja01,32,WSH,RW,47,330,496,40.0,-10.0,242,367,39.7,-8.4,11.9,92.3,104.2,26.9,73.1,12:37,10:00,15,7,-5.4,88,56.8
38,Francois Beauchemin\beaucfr01,37,ANA,D,39,575,690,45.5,-3.1,434,492,46.9,-1.9,9.2,93.7,102.9,54.5,45.5,18:19,15:40,7,26,-6.9,110,49.1
39,Nathan Beaulieu\beaulna01,25,BUF,D,32,465,424,52.3,5.8,356,335,51.5,5.5,6.3,88.7,94.9,50.2,49.8,16:55,14:56,2,16,0.1,92,41.3
40,Anthony Beauvillier\beauvan01,20,NYI,LW,36,413,439,48.5,-0.7,305,333,47.8,-0.9,9.8,90.9,100.7,52.0,48.0,12:37,11:27,11,9,-0.3,88,56.8
41,Matt Beleskey\belesma01,29,BOS,LW,14,120,111,51.9,-1.4,100,89,52.9,1.2,1.5,86.0,87.5,63.9,36.1,10:51,9:25,5,2,0.7,36,47.2
42,Pierre-Edouard Bellemare\bellepi01,32,VEG,LW,43,419,389,51.9,0.5,308,260,54.2,2.6,7.6,93.2,100.8,43.9,56.1,12:08,9:39,36,13,1.1,92,56.5
43,Jamie Benn\bennja01,28,DAL,LW,47,702,627,52.8,0.9,511,471,52.0,0.0,10.9,91.6,102.5,50.4,49.6,19:24,15:06,40,36,12.0,217,65.4
44,Jordie Benn\bennjo01,30,MTL,D,45,772,770,50.1,-1.6,561,544,50.8,-0.2,6.6,93.4,99.9,47.7,52.3,19:26,16:59,14,44,1.8,137,46.0
45,Beau Bennett\bennebe01,26,STL,RW,6,64,56,53.3,1.0,51,48,51.5,-2.7,0.0,93.9,93.9,32.1,67.9,10:48,10:00,2,0,-0.1,14,42.9
46,Sam Bennett\bennesa01,21,CGY,C,45,543,558,49.3,-3.6,388,409,48.7,-3.8,7.1,92.3,99.3,55.4,44.6,14:05,12:00,36,12,1.1,148,56.1
47,Matt Benning\bennima01,23,EDM,D,42,717,653,52.3,0.3,531,494,51.8,-1.5,8.6,91.9,100.5,59.3,40.7,18:13,16:01,11,38,0.6,157,46.5
48,Patrice Bergeron\bergepa01,32,BOS,C,39,657,480,57.8,7.5,466,361,56.3,5.1,11.1,95.3,106.3,56.1,43.9,19:47,14:45,37,28,9.4,249,56.6
49,Patrik Berglund\berglpa01,29,STL,C,24,267,261,50.6,0.1,202,187,51.9,-0.7,6.8,91.2,98.0,46.4,53.6,15:41,12:49,8,5,-2.4,66,68.2
50,Steve Bernier\bernist01,32,NYI,RW,4,23,41,35.9,-13.1,17,33,34.0,-14.7,0.0,90.5,90.5,56.0,44.0,10:03,8:45,0,0,-0.9,6,66.7
51,Christoph Bertschy\bertsch02,23,MIN,C,1,2,7,22.2,-16.9,2,7,22.2,-15.3,50.0,100.0,150.0,0.0,100.0,5:23,5:20,0,1,-0.5,0,
52,Tyler Bertuzzi\bertuty01,22,DET,LW,11,127,137,48.1,2.7,104,101,50.7,5.0,13.0,90.9,103.9,34.7,65.3,15:14,14:10,4,7,0.1,31,61.3
53,Alex Biega\biegaal01,29,VAN,D,22,300,309,49.3,1.0,228,237,49.0,1.7,4.7,93.6,98.3,51.2,48.8,14:60,14:22,4,10,1.8,74,55.4
54,Kevin Bieksa\biekske01,36,ANA,D,41,516,695,42.6,-6.2,392,524,42.8,-6.8,5.0,92.9,97.9,43.3,56.7,18:06,15:23,9,27,-3.8,91,48.4
55,Chris Bigras\bigrach01,22,COL,D,15,130,180,41.9,-8.5,93,131,41.5,-8.4,4.5,93.3,97.8,58.4,41.6,13:52,11:50,1,8,-2.6,23,34.8
56,Anthony Bitetto\bitetan01,27,NSH,D,22,240,322,42.7,-7.8,176,229,43.5,-7.1,5.6,94.5,100.2,52.5,47.5,13:44,13:28,4,9,-1.9,37,37.8
57,Anders Bjork\bjorkan01,21,BOS,LW,28,328,281,53.9,1.1,233,213,52.2,-0.4,9.6,91.6,101.3,68.4,31.6,12:38,11:27,16,8,2.2,70,40.0
58,Oliver Bjorkstrand\bjorkol01,22,CBJ,RW,47,556,555,50.0,-1.4,429,411,51.1,-1.7,8.3,94.2,102.4,49.9,50.1,14:07,12:12,16,14,1.4,144,56.9
59,Nick Bjugstad\bjugsni01,25,FLA,C,44,586,552,51.5,2.8,451,426,51.4,1.9,8.3,91.1,99.4,49.9,50.1,14:40,13:07,29,19,-0.3,180,64.4
60,Samuel Blais\blaissa01,21,STL,LW,10,70,94,42.7,-12.0,55,66,45.5,-9.6,10.5,95.7,106.2,30.8,69.2,11:16,9:51,1,5,-1.2,18,44.4
61,Joseph Blandisi\blandjo01,23,ANA,LW,3,25,25,50.0,3.5,21,17,55.3,10.2,11.8,100.0,111.8,43.8,56.3,11:41,11:36,1,0,-0.6,4,100.0
62,Mikkel Boedker\boedkmi01,28,SJS,LW,36,375,373,50.1,-3.1,275,275,50.0,-3.9,6.5,94.5,101.1,56.3,43.7,12:37,11:05,15,19,0.1,71,60.6
63,Brock Boeser\boesebr01,20,VAN,RW,42,549,576,48.8,1.1,411,434,48.6,1.4,10.0,90.0,100.1,62.4,37.6,16:58,14:10,14,19,-1.0,212,57.1
64,Zach Bogosian\bogosza01,27,BUF,D,18,274,284,49.1,3.0,217,211,50.7,4.7,3.1,91.9,95.1,42.7,57.3,19:09,17:14,3,9,0.3,48,60.4
65,Jared Boll\bollja01,31,ANA,RW,10,34,39,46.6,-2.5,26,27,49.1,-1.2,9.1,90.9,100.0,60.0,40.0,4:26,4:22,0,0,-0.5,5,80.0
66,Nick Bonino\boninni01,29,NSH,C,33,343,471,42.1,-9.8,264,351,42.9,-9.1,7.3,90.8,98.1,33.1,66.9,15:14,12:49,27,16,-8.1,66,62.1
67,David Booth\boothda01,33,DET,LW,16,79,99,44.4,-2.2,66,72,47.8,-0.3,5.7,91.7,97.3,62.5,37.5,6:46,6:30,0,8,-0.2,28,82.1
68,Andreas Borgman\borgman01,22,TOR,D,42,553,543,50.5,0.7,401,424,48.6,0.1,10.8,91.3,102.2,55.3,44.7,13:36,13:16,11,28,3.9,105,39.0
69,Mark Borowiecki\borowma01,28,OTT,D,13,140,138,50.4,6.9,116,88,56.9,12.7,7.0,85.7,92.7,50.5,49.5,12:29,11:52,3,4,0.3,29,62.1
70,Robert Bortuzzo\borturo01,28,STL,D,45,622,560,52.6,1.6,461,394,53.9,1.2,7.2,91.4,98.6,52.7,47.3,15:06,13:43,2,10,4.2,117,49.6
71,Reid Boucher\bouchre01,24,VAN,C,3,24,22,52.2,-1.9,19,15,55.9,2.5,0.0,63.6,63.6,50.0,50.0,9:58,8:20,1,1,-0.6,6,50.0
72,Lance Bouma\boumala01,27,CHI,LW,45,390,403,49.2,-5.4,287,284,50.3,-1.7,7.9,93.8,101.7,43.4,56.6,10:36,9:28,5,7,3.1,65,67.7
73,Gabriel Bourque\bourqga01,27,COL,LW,20,143,219,39.5,-10.2,101,156,39.3,-10.1,4.1,98.2,102.4,35.5,64.5,11:36,9:21,6,1,-1.4,29,51.7
74,Jay Bouwmeester\bouwmja01,34,STL,D,17,283,283,50.0,-5.6,221,209,51.4,-6.2,9.9,93.7,103.6,44.4,55.6,19:27,17:31,2,8,-1.8,51,35.3
75,Madison Bowey\boweyma01,22,WSH,D,39,429,508,45.8,-2.9,305,388,44.0,-3.5,6.9,93.3,100.3,57.3,42.7,13:32,13:14,11,30,-8.4,84,44.0
76,Johnny Boychuk\boychjo01,34,NYI,D,34,597,588,50.4,1.6,444,428,50.9,3.0,9.2,91.1,100.2,53.6,46.4,20:40,17:19,8,28,-0.1,186,54.3
77,Travis Boyd\boydtr01,24,WSH,C,2,12,19,38.7,-3.2,9,15,37.5,-5.6,0.0,100.0,100.0,50.0,50.0,9:13,9:11,0,0,-0.9,1,100.0
78,Brian Boyle\boylebr01,33,NJD,C,34,345,384,47.3,-1.0,271,281,49.1,0.1,9.8,91.0,100.9,44.4,55.6,13:46,10:57,5,10,2.1,95,62.1
79,Tyler Bozak\bozakty01,31,TOR,C,46,663,570,53.8,5.3,476,451,51.3,4.1,8.5,91.4,99.9,60.1,39.9,15:20,12:57,24,28,3.4,147,59.2
80,Derick Brassard\brassde01,30,OTT,C,43,695,638,52.1,6.1,499,468,51.6,4.3,10.8,87.9,98.7,56.4,43.6,18:25,15:19,26,20,3.7,188,60.6
81,Jesper Bratt\brattje01,19,NJD,LW,43,478,507,48.5,1.3,362,391,48.1,-0.5,8.9,91.8,100.7,51.7,48.3,16:17,12:11,13,20,3.3,109,56.9
82,Justin Braun\braunju01,30,SJS,D,44,698,779,47.3,-8.1,508,528,49.0,-5.6,9.0,91.8,100.7,38.8,61.2,21:08,17:56,18,23,-2.1,144,45.1
83,Connor Brickley\brickco01,25,FLA,LW,34,327,375,46.6,-4.6,257,274,48.4,-3.5,7.4,92.2,99.6,48.2,51.8,11:58,10:54,8,13,-3.5,73,60.3
84,T.J. Brodie\broditj01,27,CGY,D,45,823,861,48.9,-5.1,615,658,48.3,-5.3,7.9,92.0,99.9,49.4,50.6,24:10,18:60,33,41,-2.5,151,44.4
85,Jonas Brodin\brodijo01,24,MIN,D,46,640,807,44.2,-3.0,502,591,45.9,-2.0,12.4,92.0,104.4,42.9,57.1,21:20,17:49,11,13,-0.1,93,44.1
86,Kyle Brodziak\brodzky01,33,STL,C,47,433,499,46.5,-6.4,336,344,49.4,-5.0,8.6,92.7,101.2,29.3,70.7,12:20,10:28,28,8,1.4,96,66.7
87,Jonny Brodzinski\brodzjo01,24,LAK,C,23,159,206,43.6,-7.0,114,149,43.3,-6.3,7.2,95.7,103.0,50.8,49.2,9:33,9:21,4,3,-1.7,54,61.1
88,Troy Brouwer\brouwtr01,32,CGY,RW,45,426,472,47.4,-5.8,320,346,48.0,-4.4,5.4,94.0,99.4,37.2,62.8,13:14,10:09,18,19,-5.3,90,48.9
89,Connor Brown\brownco02,24,TOR,RW,47,491,550,47.2,-3.7,363,417,46.5,-2.5,11.0,88.0,99.0,48.8,51.2,14:54,11:23,24,14,-4.4,104,62.5
90,Dustin Brown\browndu01,33,LAK,RW,46,688,593,53.7,5.1,509,447,53.2,5.4,11.3,92.1,103.3,51.0,49.0,19:34,15:00,19,31,5.0,190,58.9
91,J.T. Brown\brownjt01,27,TOT,RW,27,224,231,49.2,-3.5,178,165,51.9,-1.6,5.4,92.7,98.1,46.2,53.8,9:25,9:19,7,7,2.4,41,51.2
92,Logan Brown\brownlo01,19,OTT,C,4,21,21,50.0,6.4,16,15,51.6,7.2,15.4,85.7,101.1,60.0,40.0,8:08,5:47,2,4,0.1,7,57.1
93,Pavel Buchnevich\buchnpa01,22,NYR,RW,45,521,536,49.3,3.2,393,408,49.1,2.2,9.0,93.8,102.8,56.8,43.2,14:40,11:45,21,33,1.0,171,52.6
94,Andre Burakovsky\burakan01,22,WSH,LW,22,302,242,55.5,7.6,201,187,51.8,5.0,7.9,92.1,99.9,58.0,42.0,13:40,12:25,7,13,-1.3,69,43.5
95,Alexander Burmistrov\burmial01,26,VAN,C,24,215,229,48.4,-2.0,162,188,46.3,-3.6,5.5,92.0,97.5,45.7,54.3,11:59,10:39,5,4,-3.9,38,47.4
96,Brent Burns\burnsbr01,32,SJS,D,44,1015,832,55.0,4.1,713,623,53.4,1.1,5.3,90.0,95.2,65.5,34.5,25:23,19:21,45,87,-4.4,390,48.7
97,Alexandre Burrows\burroal01,36,OTT,RW,42,312,358,46.6,-1.7,227,248,47.8,-1.0,6.5,92.2,98.7,51.3,48.7,11:30,9:13,5,10,-3.6,85,52.9
98,Will Butcher\butchwi01,23,NJD,D,44,598,540,52.5,6.6,471,414,53.2,6.4,8.4,91.0,99.4,64.4,35.6,16:13,13:01,8,23,5.8,140,39.3
99,Dustin Byfuglien\byfugdu01,32,WPG,D,34,597,596,50.0,1.2,450,445,50.3,1.5,9.4,91.6,101.0,49.3,50.7,23:21,19:11,13,33,2.0,170,48.2
100,Paul Byron\byronpa01,28,MTL,LW,46,570,586,49.3,-2.4,419,425,49.6,-1.5,7.9,90.6,98.5,46.6,53.4,15:41,12:49,22,24,3.7,113,59.3
101,Drake Caggiula\caggidr01,23,EDM,LW,34,392,404,49.2,-3.6,281,287,49.5,-3.9,5.7,89.4,95.2,54.3,45.7,13:21,11:42,13,8,-2.0,94,56.4
102,Ryan Callahan\callary01,32,TBL,RW,35,405,373,52.1,0.7,312,273,53.3,2.2,6.1,91.7,97.8,48.6,51.4,12:42,11:27,16,5,3.2,106,58.5
103,Matt Calvert\calvema01,28,CBJ,LW,35,412,445,48.1,-3.8,317,327,49.2,-3.5,8.3,89.1,97.4,42.5,57.5,14:19,12:21,13,7,-1.3,90,66.7
104,Mike Cammalleri\cammami01,35,TOT,LW,40,394,435,47.5,-3.7,295,311,48.7,-3.3,6.9,90.5,97.4,47.7,52.3,13:10,11:20,16,22,-2.3,121,59.5
105,Kyle Capobianco\capobky01,20,ARI,D,1,9,17,34.6,-16.1,6,15,28.6,-19.6,25.0,83.3,108.3,44.4,55.6,13:33,13:32,1,1,-1.0,1,0.0
106,Paul Carey\careypa01,29,NYR,C,33,236,305,43.6,-2.2,179,228,44.0,-3.1,10.8,89.9,100.7,50.4,49.6,9:54,9:32,13,11,-2.1,44,65.9
107,Brandon Carlo\carlobr01,21,BOS,D,44,668,658,50.4,-3.1,505,501,50.2,-3.3,8.8,93.2,102.0,55.4,44.6,19:00,15:56,20,27,8.2,74,58.1
108,John Carlson\carlsjo01,28,WSH,D,47,871,935,48.2,0.2,609,720,45.8,-1.3,10.1,91.7,101.9,48.2,51.8,26:11,19:18,34,64,-8.7,278,48.9
109,Gabriel Carlsson\carlsga01,21,CBJ,D,14,155,169,47.8,-2.7,116,125,48.1,-4.6,5.6,94.3,99.9,55.1,44.9,11:20,11:05,2,4,0.0,26,69.2
110,Ryan Carpenter\carpery01,27,TOT,C,20,177,183,49.2,-6.4,133,136,49.4,-8.1,4.4,95.1,99.5,41.3,58.7,11:19,9:26,6,2,-0.5,46,60.9
111,Daniel Carr\carrda01,26,MTL,LW,16,162,170,48.8,-1.0,105,121,46.5,-2.9,10.8,94.4,105.3,44.4,55.6,12:06,11:11,5,6,-1.2,43,39.5
112,Connor Carrick\carrico01,23,TOR,D,27,356,349,50.5,2.3,250,274,47.7,0.7,12.9,91.4,104.2,60.2,39.8,14:18,14:02,7,12,3.4,73,28.8
113,Trevor Carrick\carritr01,23,CAR,D,1,6,6,50.0,18.1,5,5,50.0,25.0,0.0,100.0,100.0,75.0,25.0,7:32,7:32,0,0,-0.4,1,100.0
114,William Carrier\carriwi01,23,VEG,LW,27,224,231,49.2,-2.7,172,177,49.3,-2.8,5.2,92.5,97.7,52.4,47.6,8:43,8:28,10,4,-1.5,62,53.2
115,Jeff Carter\carteje01,33,LAK,C,6,67,62,51.9,0.5,52,45,53.6,2.2,5.0,89.7,94.7,59.3,40.7,16:38,10:51,2,1,0.9,26,50.0
116,Colby Cave\caveco01,23,BOS,C,1,6,9,40.0,-11.7,5,6,45.5,-3.0,0.0,100.0,100.0,100.0,0.0,11:15,10:05,0,0,-0.2,2,0.0
117,Cody Ceci\cecico01,24,OTT,D,43,709,956,42.6,-9.0,521,674,43.6,-8.4,9.9,90.9,100.8,40.5,59.5,22:50,19:25,6,26,-7.1,164,44.5
118,Peter Cehlarik\cehlape01,22,BOS,LW,5,58,64,47.5,-1.2,49,48,50.5,0.2,10.0,94.9,104.9,72.3,27.7,14:39,12:14,0,1,-0.5,5,60.0
119,Thomas Chabot\chaboth01,21,OTT,D,24,327,302,52.0,7.6,234,232,50.2,3.9,8.5,91.8,100.3,67.5,32.5,15:12,13:13,8,10,-1.2,64,50.0
120,Michael Chaput\chapumi01,25,VAN,C,9,54,70,43.5,-2.1,45,54,45.5,-0.6,6.5,86.5,92.9,6.3,93.8,9:47,8:35,2,0,-0.7,8,25.0
121,Zdeno Chara\charazd01,40,BOS,D,44,813,765,51.5,-1.6,618,560,52.5,0.0,10.6,93.6,104.2,48.6,51.4,23:24,19:07,29,51,10.4,184,38.6
122,Ben Chiarot\chiarbe01,26,WPG,D,24,316,305,50.9,-3.9,243,221,52.4,-2.8,8.0,92.8,100.8,51.2,48.8,14:01,13:39,3,12,4.2,51,49.0
123,Alex Chiasson\chiasal01,27,WSH,RW,44,341,423,44.6,-4.0,237,322,42.4,-4.9,10.8,89.8,100.7,48.7,51.3,12:30,9:40,26,15,-4.6,71,67.6
124,Jason Chimera\chimeja01,38,NYI,LW,47,444,558,44.3,-5.4,323,416,43.7,-5.0,6.7,91.9,98.5,37.7,62.3,11:23,10:41,9,14,-7.3,95,63.2
125,Filip Chlapik\chlapfi01,20,OTT,C,8,66,63,51.2,5.3,48,43,52.7,8.0,3.2,93.3,96.6,68.3,31.7,8:49,8:13,3,1,-0.6,23,56.5
126,Taylor Chorney\chornta01,30,WSH,D,23,192,259,42.6,-7.1,144,194,42.6,-5.7,12.7,94.4,107.1,56.0,44.0,12:57,11:13,4,11,-1.3,33,42.4
127,Jakob Chychrun\chychja01,19,ARI,D,17,320,387,45.3,-2.7,247,306,44.7,-1.4,7.6,91.8,99.4,50.5,49.5,22:18,20:16,8,10,-2.4,90,47.8
128,Filip Chytil\chytifi01,18,NYR,C,2,10,17,37.0,-15.9,8,15,34.8,-21.1,0.0,77.8,77.8,88.9,11.1,6:20,6:20,0,0,-0.8,1,0.0
129,Casey Cizikas\cizikca01,26,NYI,C,40,377,436,46.4,-3.5,273,325,45.7,-3.3,9.6,90.3,99.9,25.1,74.9,13:36,10:59,19,14,-3.7,81,60.5
130,Fredrik Claesson\claesfr01,25,OTT,D,34,407,455,47.2,-1.2,302,314,49.0,0.0,6.6,91.8,98.4,52.5,47.5,15:35,14:18,6,19,-2.2,74,51.4
131,Adam Clendening\clendad01,25,ARI,D,5,78,89,46.7,-4.8,61,66,48.0,-2.0,9.1,89.4,98.5,45.5,54.5,15:56,15:27,2,4,-0.6,11,36.4
132,Kyle Clifford\cliffky01,27,LAK,LW,15,149,129,53.6,2.7,114,99,53.5,4.1,4.7,90.5,95.2,38.2,61.8,9:42,9:33,4,0,1.2,36,63.9
133,Cal Clutterbuck\cluttca01,30,NYI,RW,42,358,468,43.3,-6.0,265,346,43.4,-4.8,10.3,92.6,103.0,26.8,73.2,12:51,10:21,9,17,-2.9,104,60.6
134,Braydon Coburn\coburbr01,32,TBL,D,38,474,518,47.8,-5.3,354,375,48.6,-4.2,6.7,92.9,99.6,37.1,62.9,16:32,14:03,5,13,-3.1,93,45.2
135,Andrew Cogliano\coglian01,30,ANA,LW,45,580,641,47.5,1.4,432,482,47.3,0.7,7.7,94.3,102.0,45.8,54.2,15:58,13:43,18,23,-5.0,166,57.8
136,Ian Cole\coleia01,28,PIT,D,36,512,493,50.9,-1.8,383,354,52.0,-1.9,6.5,89.1,95.6,49.4,50.6,17:33,14:52,6,12,1.4,114,44.7
137,Blake Coleman\colembl01,26,NJD,C,42,412,457,47.4,0.2,326,334,49.4,1.9,10.4,91.9,102.3,35.2,64.8,13:45,11:30,41,12,4.6,134,56.7
138,Blake Comeau\comeabl01,31,COL,LW,44,490,549,47.2,-0.9,348,394,46.9,-0.7,9.3,92.1,101.4,33.3,66.7,15:27,12:25,31,15,-7.0,106,59.4
139,J.T. Compher\comphj.01,22,COL,LW,32,364,388,48.4,-1.0,265,292,47.6,-1.3,5.5,89.2,94.7,47.1,52.9,16:55,12:15,12,2,-5.6,114,64.9
140,Cory Conacher\conacco01,28,TBL,LW,18,155,139,52.7,-2.5,112,106,51.4,-4.0,7.0,95.0,102.0,46.2,53.8,9:51,9:40,3,4,1.5,36,66.7
141,Kevin Connauton\connake01,27,ARI,D,41,508,607,45.6,-1.7,352,464,43.1,-3.6,6.8,92.7,99.5,41.4,58.6,14:03,13:26,4,16,-4.4,99,43.4
142,Brett Connolly\connobr01,25,WSH,RW,38,350,379,48.0,-0.7,232,300,43.6,-4.2,11.8,90.7,102.5,56.7,43.3,11:47,10:12,8,13,-7.0,88,46.6
143,Kyle Connor\connoky01,21,WPG,LW,40,524,594,46.9,-5.6,392,437,47.3,-5.5,9.5,92.3,101.8,57.5,42.5,17:25,14:23,17,22,-2.7,142,69.7
144,Andrew Copp\coppan01,23,WPG,C,46,496,453,52.3,2.3,367,320,53.4,3.2,8.0,93.7,101.7,40.4,59.6,13:36,11:42,15,16,7.4,107,57.0
145,Frank Corrado\corrafr01,24,PIT,D,5,48,50,49.0,-2.7,39,31,55.7,3.4,0.0,94.4,94.4,57.8,42.2,11:30,11:30,2,1,1.0,11,54.5
146,Nick Cousins\cousini01,24,ARI,C,36,372,386,49.1,0.8,272,290,48.4,1.4,6.2,91.1,97.4,41.4,58.6,11:25,11:01,7,10,-0.9,74,67.6
