Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
350,Kelly Oubre\oubreke01,SF,22,WAS,45,1223,13.5,.579,.443,.301,3.3,16.5,9.9,5.8,1.5,1.3,10.1,18.5,,1.5,1.4,2.9,.113,,0.1,-0.4,-0.3,0.5
351,Zaza Pachulia\pachuza01,C,33,GSW,36,523,16.7,.634,.000,.326,8.4,26.1,18.1,15.6,2.1,0.9,20.2,16.5,,1.0,0.9,1.8,.167,,-0.4,1.5,1.1,0.4
352,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.3,.000,.000,.000,0.0,72.2,35.6,0.0,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,-0.602,,-33.8,-10.5,-44.3,0.0
353,Georgios Papagiannis\papagge01,C,20,SAC,11,74,14.7,.481,.000,.000,12.0,24.3,17.9,4.4,1.4,3.8,10.0,18.2,,0.0,0.1,0.1,.043,,-4.7,-1.0,-5.6,-0.1
354,Tony Parker\parketo01,PG,35,SAS,20,438,13.3,.513,.087,.181,0.8,10.1,5.5,28.9,1.3,0.2,15.7,19.7,,0.2,0.5,0.7,.077,,-2.1,-1.2,-3.4,-0.2
355,Chandler Parsons\parsoch01,SF,29,MEM,26,545,14.5,.600,.531,.140,2.6,13.3,7.9,16.5,1.2,1.5,13.2,18.4,,0.7,0.4,1.1,.098,,1.0,-1.2,-0.2,0.2
356,Patrick Patterson\pattepa01,PF,28,OKC,45,649,8.3,.529,.674,.167,2.0,14.1,7.9,5.4,1.8,1.3,12.4,10.9,,0.3,0.8,1.1,.081,,-2.6,0.0,-2.5,-0.1
357,Brandon Paul\paulbr01,SG,26,SAS,42,452,9.2,.526,.444,.303,0.7,12.7,6.8,10.7,2.7,0.9,15.8,13.3,,0.0,0.8,0.8,.081,,-2.6,1.5,-1.1,0.1
358,Chris Paul\paulch01,PG,32,HOU,26,833,25.3,.601,.499,.253,2.4,17.8,10.1,46.1,2.8,1.1,13.9,24.3,,3.6,1.1,4.7,.272,,6.6,0.9,7.6,2.0
359,Adreian Payne\paynead01,PF,26,ORL,5,43,18.8,.831,.300,.600,5.1,17.9,11.4,0.0,2.2,0.0,13.7,14.8,,0.1,0.0,0.2,.198,,0.4,-4.3,-3.8,0.0
360,Elfrid Payton\paytoel01,PG,23,ORL,36,1047,17.6,.564,.155,.239,4.2,10.7,7.4,35.1,2.2,0.8,19.1,21.1,,1.4,0.7,2.1,.095,,1.1,-0.5,0.6,0.7
361,Gary Payton\paytoga02,PG,25,TOT,14,124,8.9,.436,.325,.075,4.7,13.5,9.1,15.4,1.2,2.0,6.8,16.1,,0.0,0.1,0.1,.032,,-3.0,-1.7,-4.7,-0.1
361,Gary Payton\paytoga02,PG,25,MIL,12,106,7.8,.437,.364,.091,4.5,14.8,9.6,12.4,1.4,0.8,8.0,16.1,,0.0,0.1,0.0,.014,,-3.2,-2.2,-5.4,-0.1
361,Gary Payton\paytoga02,PG,25,LAL,2,18,15.3,.429,.143,.000,5.8,6.0,5.9,33.5,0.0,9.0,0.0,16.3,,0.0,0.0,0.1,.135,,-1.5,0.6,-0.9,0.0
362,London Perrantes\perralo01,PG,23,CLE,1,3,-19.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,,0.0,0.0,0.0,-0.382,,-16.8,-4.9,-21.7,0.0
363,Alec Peters\peteral01,PF,22,PHO,4,46,8.3,.500,.909,.000,0.0,9.5,4.6,12.2,0.0,3.4,8.3,11.0,,0.0,0.0,0.0,.029,,-2.0,-1.8,-3.8,0.0
364,Mason Plumlee\plumlma01,C,27,DEN,45,924,15.8,.551,.004,.506,10.3,22.4,16.3,14.2,1.7,4.5,20.2,17.2,,0.5,1.3,1.8,.096,,-2.1,3.1,1.1,0.7
365,Miles Plumlee\plumlmi01,C,29,ATL,25,457,11.0,.598,.000,.365,9.4,16.6,13.0,7.0,1.1,2.1,23.9,12.5,,0.2,0.3,0.5,.050,,-2.9,0.7,-2.2,0.0
366,Jakob Poeltl\poeltja01,C,22,TOR,43,751,18.3,.649,.010,.320,13.8,16.7,15.3,4.3,1.0,5.2,13.3,15.2,,1.8,1.1,2.9,.188,,0.9,2.0,2.8,0.9
367,Quincy Pondexter\pondequ01,SF,29,CHI,19,183,3.6,.398,.449,.347,4.6,9.7,7.1,5.3,1.9,0.9,16.3,16.2,,-0.3,0.1,-0.2,-0.056,,-6.1,-0.8,-7.0,-0.2
368,Otto Porter\porteot01,SF,24,WAS,41,1297,17.1,.580,.350,.131,4.0,18.0,11.0,8.6,2.4,1.5,6.6,17.5,,2.3,1.8,4.1,.150,,1.5,1.4,2.9,1.6
369,Bobby Portis\portibo01,PF,22,CHI,36,738,21.0,.568,.264,.221,9.6,22.5,15.8,13.5,1.1,1.2,9.7,25.2,,1.4,0.6,2.1,.133,,1.5,-0.9,0.7,0.5
370,Kristaps Porzingis\porzikr01,PF,22,NYK,39,1295,20.6,.535,.251,.307,4.6,18.4,11.7,6.5,1.1,6.3,9.0,32.1,,1.3,1.8,3.0,.113,,-0.5,-0.1,-0.7,0.4
371,Dwight Powell\poweldw01,C,26,DAL,44,818,18.0,.645,.212,.363,8.1,21.0,14.3,7.5,2.1,1.8,9.9,15.3,,2.0,1.0,3.1,.181,,0.8,1.5,2.3,0.9
372,Norman Powell\powelno01,SG,24,TOR,38,659,9.4,.487,.451,.146,1.4,10.6,6.1,12.7,2.1,1.5,14.4,20.1,,-0.4,0.8,0.4,.031,,-2.3,0.0,-2.3,-0.1
373,Alex Poythress\poythal01,PF,24,IND,18,78,5.8,.469,.438,.000,7.4,8.6,8.0,1.6,1.9,1.1,11.1,10.3,,0.0,0.1,0.1,.037,,-2.7,-1.1,-3.8,0.0
374,Jacob Pullen\pulleja01,PG,28,PHI,3,6,-2.1,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.1,,0.0,0.0,0.0,-0.213,,-10.4,-4.9,-15.3,0.0
375,Zhou Qi\qizh01,C,22,HOU,14,75,0.0,.299,.625,.417,3.0,16.7,9.8,1.7,1.3,6.8,15.0,19.2,,-0.3,0.1,-0.2,-0.126,,-10.5,0.4,-10.1,-0.2
376,Ivan Rabb\rabbiv01,PF,20,MEM,5,22,24.1,.742,.000,.111,10.6,21.3,15.9,10.6,0.0,4.2,17.5,23.8,,0.0,0.0,0.1,.140,,1.0,-1.2,-0.2,0.0
377,Julius Randle\randlju01,C,23,LAL,44,1013,18.2,.594,.083,.450,8.5,24.1,16.2,14.1,0.9,2.4,17.7,24.8,,1.2,1.2,2.4,.114,,-1.1,0.5,-0.5,0.4
378,Zach Randolph\randoza01,PF,36,SAC,39,984,19.0,.541,.170,.172,7.8,23.8,15.5,14.4,1.6,0.6,12.5,27.7,,0.7,0.6,1.3,.063,,0.1,-1.5,-1.4,0.2
379,J.J. Redick\redicjj01,SG,33,PHI,36,1173,15.1,.602,.516,.239,0.6,8.3,4.5,15.9,0.8,0.2,9.3,20.6,,2.6,0.8,3.4,.140,,2.3,-2.6,-0.2,0.5
380,Davon Reed\reedda01,SG,22,PHO,1,5,-16.9,.000,.500,.000,0.0,21.7,10.7,0.0,0.0,0.0,0.0,16.9,,0.0,0.0,0.0,-0.394,,-17.7,-6.8,-24.5,0.0
381,Willie Reed\reedwi02,C,27,LAC,36,388,19.9,.661,.018,.473,8.9,22.6,15.8,3.3,1.1,4.8,10.6,16.9,,1.0,0.5,1.5,.184,,-0.9,0.4,-0.5,0.1
382,Josh Richardson\richajo01,SF,24,MIA,44,1492,12.4,.562,.432,.163,2.5,9.0,5.7,12.0,1.9,2.2,14.6,17.8,,0.8,1.7,2.4,.078,,-0.2,1.0,0.7,1.0
383,Malachi Richardson\richama01,SG,22,SAC,23,291,6.0,.452,.463,.275,1.5,10.7,5.9,6.3,1.6,0.0,9.1,15.2,,-0.2,0.1,-0.1,-0.018,,-3.8,-2.6,-6.4,-0.3
384,Austin Rivers\riverau01,SG,25,LAC,32,1047,13.2,.529,.457,.208,1.6,5.4,3.5,17.2,1.9,0.6,11.2,22.3,,0.8,0.6,1.4,.064,,0.9,-1.9,-1.0,0.3
385,Andre Roberson\roberan03,SG,26,OKC,35,933,11.0,.544,.242,.181,7.9,12.3,10.0,6.1,2.1,3.2,15.3,8.9,,0.7,1.3,2.1,.106,,-1.4,2.9,1.5,0.8
386,Rajon Rondo\rondora01,PG,31,NOP,30,749,14.9,.531,.320,.040,1.9,13.5,7.9,42.4,1.7,0.8,23.6,15.6,,1.1,0.5,1.6,.102,,-0.6,-1.6,-2.3,0.0
387,Derrick Rose\rosede01,PG,29,CLE,8,201,12.1,.545,.157,.281,4.5,7.1,5.9,10.6,0.5,0.9,17.4,26.7,,-0.1,0.0,-0.1,-0.018,,-3.9,-3.9,-7.9,-0.3
388,Terrence Ross\rosste01,SG,26,ORL,22,576,10.4,.515,.480,.198,1.9,11.5,6.6,8.7,2.3,1.3,11.5,16.4,,0.0,0.4,0.4,.033,,-1.5,0.1,-1.4,0.1
389,Terry Rozier\roziete01,PG,23,BOS,46,1059,13.6,.507,.509,.133,2.9,17.5,10.3,13.8,2.2,0.4,8.0,19.1,,0.7,2.0,2.7,.120,,-0.4,1.3,0.9,0.8
390,Ricky Rubio\rubiori01,PG,27,UTA,43,1246,12.1,.499,.355,.269,1.6,14.5,7.9,25.7,2.8,0.4,20.5,22.2,,-0.8,1.5,0.7,.027,,-2.1,0.7,-1.4,0.2
391,D'Angelo Russell\russeda01,PG,21,BRK,12,333,19.4,.539,.298,.307,2.8,15.1,8.9,41.0,1.7,0.5,17.1,35.9,,0.0,0.3,0.4,.054,,2.9,-0.2,2.7,0.4
392,Domantas Sabonis\sabondo01,C,21,IND,43,1076,18.5,.581,.046,.347,12.0,25.7,19.0,12.8,0.8,1.6,16.5,22.7,,1.8,1.1,2.9,.130,,-0.1,0.1,0.0,0.5
393,JaKarr Sampson\sampsja02,SF,24,SAC,6,102,14.6,.656,.136,.091,8.7,25.8,16.9,2.9,1.0,3.7,8.0,11.0,,0.2,0.1,0.3,.139,,-1.7,-0.4,-2.1,0.0
394,Dario Saric\saricda01,PF,23,PHI,40,1222,14.2,.550,.434,.191,7.9,16.0,12.1,12.7,1.2,0.9,13.5,19.7,,1.4,1.3,2.7,.107,,0.7,0.0,0.7,0.8
395,Tomas Satoransky\satorto01,SG,26,WAS,36,590,14.6,.585,.270,.321,5.1,10.5,7.8,22.3,1.4,0.3,12.3,13.3,,1.3,0.5,1.8,.145,,0.9,-0.7,0.3,0.3
396,Dennis Schroder\schrode01,PG,24,ATL,41,1314,18.9,.519,.216,.211,2.6,8.2,5.4,38.2,1.8,0.2,11.9,30.1,,1.9,0.5,2.4,.089,,2.4,-2.5,-0.1,0.6
397,Mike Scott\scottmi01,PF,29,WAS,41,771,15.8,.663,.333,.132,3.6,15.8,9.7,7.1,1.0,1.0,13.7,19.1,,1.3,0.7,2.0,.124,,0.8,-1.2,-0.5,0.3
398,Thabo Sefolosha\sefolth01,SF,33,UTA,38,806,16.3,.591,.350,.225,4.0,19.3,11.5,6.6,3.3,1.3,10.2,16.7,,1.0,1.2,2.3,.135,,-0.2,1.6,1.4,0.7
399,Wayne Selden\seldewa01,SG,23,MEM,9,105,12.7,.527,.463,.463,2.2,7.8,5.0,16.0,2.0,0.0,13.9,25.0,,0.0,0.1,0.1,.035,,-1.3,-3.6,-4.9,-0.1
400,Ramon Sessions\sessira01,PG,31,NYK,13,167,6.4,.403,.208,.283,0.7,11.1,6.1,22.3,2.1,0.5,20.1,19.7,,-0.3,0.1,-0.2,-0.050,,-5.5,-1.0,-6.5,-0.2
401,Iman Shumpert\shumpim01,SG,27,CLE,13,271,6.8,.487,.439,.263,2.9,13.4,8.3,8.5,1.6,1.6,21.1,13.2,,-0.2,0.2,0.0,-0.007,,-3.9,0.1,-3.8,-0.1
402,Pascal Siakam\siakapa01,PF,23,TOR,42,840,14.0,.509,.327,.157,6.7,18.9,12.9,12.4,2.2,2.3,10.8,15.3,,0.8,1.3,2.1,.120,,-0.2,2.6,2.4,0.9
403,Ben Simmons\simmobe01,PG,21,PHI,40,1405,17.4,.528,.018,.347,5.6,18.5,12.3,32.6,2.6,2.2,20.2,23.6,,0.6,2.4,3.0,.101,,-0.7,3.4,2.6,1.6
404,Jonathon Simmons\simmojo02,SG,28,ORL,44,1269,12.3,.537,.251,.299,3.4,10.3,6.9,12.8,1.3,0.5,14.1,22.6,,0.2,0.5,0.7,.026,,-1.4,-1.6,-3.0,-0.3
405,Kobi Simmons\simmoko01,PG,20,MEM,11,162,7.6,.485,.282,.128,2.2,10.8,6.5,10.4,1.9,1.7,16.3,13.9,,-0.1,0.1,0.1,.015,,-4.3,0.0,-4.3,-0.1
406,Kyle Singler\singlky01,SF,29,OKC,8,44,5.3,.451,.313,.563,0.0,15.8,7.7,0.0,1.1,0.0,9.1,21.7,,-0.1,0.0,0.0,-0.025,,-8.5,-6.3,-14.7,-0.1
407,Marcus Smart\smartma01,SG,23,BOS,44,1340,9.8,.460,.463,.245,3.0,10.1,6.6,22.7,2.1,1.4,18.4,19.6,,-1.0,2.3,1.3,.046,,-2.4,1.6,-0.8,0.4
408,Dennis Smith\smithde03,PG,20,DAL,37,1047,13.0,.481,.329,.175,2.9,12.9,7.7,26.8,1.6,0.9,15.2,28.8,,-1.2,0.9,-0.3,-0.014,,-1.6,-0.6,-2.2,-0.1
409,Ish Smith\smithis01,PG,29,DET,43,960,15.1,.487,.066,.143,2.1,11.8,6.8,30.2,1.3,1.1,10.2,22.2,,0.8,0.9,1.7,.087,,-1.4,-0.5,-1.9,0.0
410,J.R. Smith\smithjr01,SG,32,CLE,43,1283,7.5,.507,.682,.094,1.7,9.2,5.5,9.5,1.5,0.2,11.6,12.6,,0.2,0.4,0.6,.023,,-0.9,-1.0,-1.9,0.0
411,Jason Smith\smithja02,C,31,WAS,18,174,5.0,.382,.268,.155,9.0,12.1,10.5,5.0,0.6,4.5,11.6,21.6,,-0.4,0.2,-0.2,-0.054,,-6.6,-0.8,-7.5,-0.2
412,Josh Smith\smithjo03,PF,32,NOP,3,12,3.6,.250,.000,.000,29.2,9.0,18.7,0.0,0.0,0.0,0.0,14.6,,0.0,0.0,0.0,-0.019,,-5.9,-8.0,-13.8,0.0
413,Tony Snell\snellto01,SG,26,MIL,39,1128,9.8,.625,.625,.164,0.5,8.2,4.4,6.2,1.1,1.0,7.4,10.9,,1.4,0.3,1.7,.074,,0.5,-1.6,-1.0,0.3
414,Marreese Speights\speigma01,C,30,ORL,35,458,12.0,.510,.671,.154,3.6,17.8,10.6,8.6,0.5,2.4,8.4,25.9,,0.0,0.3,0.2,.023,,-0.5,-3.3,-3.8,-0.2
415,Nik Stauskas\stausni01,SG,24,TOT,22,269,9.4,.580,.675,.195,1.2,11.9,6.5,10.2,0.9,0.3,16.9,15.9,,0.1,0.2,0.2,.044,,-1.9,-1.5,-3.4,-0.1
415,Nik Stauskas\stausni01,SG,24,PHI,6,45,0.9,.410,.250,.500,0.0,2.3,1.2,2.8,4.2,0.0,45.0,8.3,,-0.1,0.1,0.0,-0.050,,-7.4,2.2,-5.2,0.0
415,Nik Stauskas\stausni01,SG,24,BRK,16,224,11.1,.591,.699,.178,1.4,13.8,7.5,11.7,0.2,0.3,14.2,17.5,,0.2,0.1,0.3,.063,,-0.7,-2.3,-3.0,-0.1
416,Lance Stephenson\stephla01,SG,27,IND,45,1047,12.1,.501,.307,.185,4.1,22.4,13.4,17.9,1.1,0.6,15.4,19.7,,0.1,1.0,1.1,.049,,-1.8,-0.1,-1.9,0.0
417,Julyan Stone\stoneju01,SG,29,CHO,7,33,11.8,.750,1.000,.000,0.0,32.8,16.2,33.1,3.0,2.6,50.0,10.5,,0.0,0.1,0.1,.112,,-3.0,4.0,1.0,0.0
418,Caleb Swanigan\swanica01,PF,20,POR,15,133,7.4,.409,.119,.310,10.1,19.7,15.0,9.7,1.9,1.8,18.7,19.4,,-0.2,0.2,0.0,-0.009,,-5.9,1.2,-4.7,-0.1
419,Jayson Tatum\tatumja01,SF,19,BOS,46,1426,16.3,.621,.321,.388,2.6,16.1,9.5,6.8,1.5,2.4,10.5,17.9,,2.6,2.6,5.2,.175,,0.1,2.0,2.1,1.5
420,Isaiah Taylor\taylois01,PG,23,ATL,34,502,9.6,.467,.224,.340,2.5,8.2,5.3,21.5,1.6,1.4,15.5,17.5,,-0.1,0.2,0.2,.015,,-3.5,-1.6,-5.1,-0.4
421,Jeff Teague\teaguje01,PG,29,MIN,36,1214,14.7,.538,.316,.243,1.4,9.4,5.4,29.9,2.3,0.9,19.2,20.0,,1.0,0.9,1.9,.076,,0.6,-1.0,-0.4,0.5
422,Mirza Teletovic\teletmi01,PF,32,MIL,10,159,13.8,.623,.789,.000,2.2,15.2,8.7,9.6,1.3,0.6,10.9,18.4,,0.2,0.1,0.3,.090,,1.9,-3.3,-1.4,0.0
423,Garrett Temple\templga01,SG,31,SAC,42,1042,8.9,.493,.487,.147,1.5,10.2,5.7,10.7,1.9,2.1,13.8,16.3,,-0.5,0.5,0.0,.000,,-2.2,-0.5,-2.7,-0.2
424,Milos Teodosic\teodomi01,PG,30,LAC,17,427,12.2,.530,.674,.113,2.3,11.5,7.0,31.9,1.0,0.6,20.4,18.9,,0.4,0.2,0.6,.067,,0.8,-2.1,-1.3,0.1
425,Jason Terry\terryja01,SG,40,MIL,15,145,5.1,.386,.600,.080,0.0,10.0,5.0,7.3,3.1,2.4,16.2,9.7,,-0.2,0.1,0.0,-0.014,,-4.7,1.0,-3.7,-0.1
426,Daniel Theis\theisda01,C,25,BOS,44,591,14.9,.595,.230,.355,10.7,23.0,17.0,6.8,1.8,4.3,20.0,16.7,,0.6,1.4,1.9,.157,,-2.4,3.4,1.0,0.5
427,Isaiah Thomas\thomais02,PG,28,CLE,6,146,11.3,.465,.460,.230,3.9,3.0,3.5,24.0,0.7,0.6,12.8,33.4,,-0.2,0.0,-0.2,-0.062,,-1.8,-6.2,-8.0,-0.2
428,Lance Thomas\thomala01,PF,29,NYK,42,804,6.1,.502,.390,.253,4.3,10.9,7.7,3.8,0.9,0.9,13.2,10.8,,0.1,0.5,0.6,.035,,-2.2,-0.4,-2.6,-0.1
429,Klay Thompson\thompkl01,SG,27,GSW,45,1540,17.2,.606,.448,.090,1.7,10.7,6.6,11.1,1.0,1.4,9.1,24.2,,2.5,1.2,3.7,.115,,2.4,-2.3,0.1,0.8
430,Tristan Thompson\thomptr01,C,26,CLE,24,451,13.4,.578,.000,.432,13.6,21.3,17.5,3.8,0.8,1.7,12.5,11.8,,0.8,0.3,1.1,.115,,-1.6,-0.8,-2.4,0.0
431,Sindarius Thornwell\thornsi01,SG,23,LAC,42,548,7.7,.516,.322,.330,2.6,10.0,6.3,7.6,2.1,2.2,17.5,12.7,,-0.1,0.5,0.4,.038,,-3.1,1.1,-2.0,0.0
432,Anthony Tolliver\tollian01,PF,32,DET,40,803,11.5,.615,.816,.248,3.3,11.6,7.3,7.7,0.9,1.3,12.3,14.4,,1.1,0.7,1.9,.111,,1.0,-0.5,0.5,0.5
433,Karl-Anthony Towns\townska01,C,22,MIN,47,1684,23.6,.633,.264,.302,8.7,30.8,19.6,10.1,1.2,3.9,11.4,22.3,,5.2,2.3,7.4,.212,,3.4,1.4,4.8,2.9
434,P.J. Tucker\tuckepj01,SF,32,HOU,43,1165,7.8,.517,.663,.188,4.9,20.4,12.6,4.5,1.7,0.9,15.1,9.8,,0.4,1.3,1.7,.069,,-2.0,1.2,-0.8,0.4
435,Evan Turner\turneev01,SF,29,POR,44,1175,9.7,.519,.200,.191,1.7,12.7,7.3,12.6,1.2,1.0,15.8,16.1,,0.0,1.2,1.2,.051,,-2.8,0.7,-2.1,0.0
436,Myles Turner\turnemy01,C,21,IND,33,964,17.5,.569,.238,.323,4.7,20.4,12.7,8.0,0.8,6.6,12.0,21.2,,1.1,1.2,2.3,.116,,-1.1,2.0,0.9,0.7
437,Ekpe Udoh\udohek01,C,30,UTA,41,674,15.4,.569,.000,.464,9.0,10.3,9.6,10.0,2.7,7.3,10.0,8.8,,1.3,1.1,2.4,.171,,-0.6,5.9,5.3,1.2
438,Tyler Ulis\ulisty01,PG,22,PHO,44,1058,9.4,.456,.248,.202,1.5,6.8,4.1,25.7,2.1,0.2,17.8,17.5,,-0.5,0.4,-0.1,-0.005,,-2.8,-2.1,-4.9,-0.8
439,Jonas Valanciunas\valanjo01,C,25,TOR,39,819,20.5,.618,.065,.369,11.9,31.4,21.8,5.3,0.7,2.6,13.8,21.8,,2.0,1.3,3.3,.193,,-0.7,-0.3,-1.0,0.2
440,Denzel Valentine\valende01,SG,24,CHI,45,1278,11.9,.533,.520,.070,2.6,18.5,10.3,15.9,1.3,0.3,10.9,15.8,,0.9,0.9,1.8,.069,,-0.4,0.1,-0.3,0.5
441,Fred VanVleet\vanvlfr01,PG,23,TOR,42,759,13.2,.516,.437,.163,1.5,11.7,6.7,21.6,2.3,0.8,12.4,18.4,,0.8,0.9,1.7,.107,,0.2,0.0,0.2,0.4
442,Rashad Vaughn\vaughra01,SG,21,MIL,16,162,12.2,.553,.688,.125,0.7,10.4,5.6,10.8,1.2,1.6,1.9,14.6,,0.2,0.1,0.3,.094,,0.4,-2.9,-2.5,0.0
443,Noah Vonleh\vonleno01,PF,22,POR,28,449,12.3,.546,.011,.307,8.7,30.9,20.0,3.8,0.7,2.0,12.3,11.1,,0.5,0.7,1.1,.122,,-4.0,1.0,-3.0,-0.1
444,Nikola Vucevic\vucevni01,C,27,ORL,34,1018,21.3,.557,.277,.111,6.5,27.6,17.0,19.0,1.7,2.9,10.8,25.3,,1.4,1.2,2.6,.125,,1.9,1.9,3.8,1.5
445,Dwyane Wade\wadedw01,SG,36,CLE,40,934,16.0,.505,.157,.283,4.1,14.2,9.2,25.1,2.0,2.6,14.8,24.4,,0.4,0.8,1.1,.058,,-1.8,0.3,-1.5,0.1
446,Dion Waiters\waitedi01,SG,26,MIA,30,918,10.9,.487,.415,.168,1.0,8.6,4.8,20.4,1.3,0.8,13.7,25.3,,-0.7,0.7,0.0,.001,,-1.9,-2.0,-3.9,-0.4
447,Kemba Walker\walkeke02,PG,27,CHO,41,1416,20.4,.553,.410,.315,1.3,9.1,5.2,28.8,1.7,0.8,9.4,27.0,,3.3,1.4,4.7,.158,,4.9,-1.0,3.9,2.1
448,John Wall\walljo01,PG,27,WAS,34,1161,20.1,.514,.232,.381,1.8,10.0,5.9,43.6,2.0,2.9,15.5,29.1,,1.4,1.3,2.7,.110,,1.9,0.3,2.2,1.2
449,Tyrone Wallace\wallaty01,PG,23,LAC,7,218,14.4,.592,.194,.419,1.5,11.6,6.6,8.9,2.2,2.3,10.9,16.4,,0.3,0.2,0.5,.119,,-0.7,1.0,0.3,0.1
450,Taurean Waller-Prince\princta02,SF,23,ATL,44,1367,11.6,.537,.417,.155,2.7,17.2,9.9,12.2,1.4,1.9,16.0,19.5,,-0.1,1.0,0.9,.030,,-1.6,0.2,-1.5,0.2
451,Derrick Walton\waltode01,PG,22,MIA,12,105,10.9,.531,.611,.222,0.0,8.7,4.4,17.1,1.9,2.4,9.2,9.4,,0.1,0.1,0.2,.114,,-2.0,0.2,-1.8,0.0
452,T.J. Warren\warretj01,SF,24,PHO,42,1351,18.4,.539,.091,.257,6.4,12.1,9.2,8.1,1.4,1.5,7.4,25.9,,1.9,0.6,2.5,.089,,0.1,-1.9,-1.8,0.1
453,Briante Weber\weberbr01,PG,25,HOU,13,118,11.0,.547,.409,.182,2.9,14.5,8.6,14.9,4.1,2.2,22.8,11.3,,0.1,0.2,0.3,.111,,-2.3,3.2,0.9,0.1
454,David West\westda01,C,37,GSW,44,585,23.2,.630,.032,.226,8.4,18.8,14.1,20.0,2.2,6.6,15.3,21.4,,1.4,1.1,2.5,.208,,1.2,3.7,4.9,1.0
455,Russell Westbrook\westbru01,PG,29,OKC,45,1614,24.8,.511,.210,.331,5.5,25.5,15.2,49.8,2.8,0.5,15.9,35.1,,2.7,2.9,5.6,.167,,5.0,3.4,8.4,4.2
456,Derrick White\whitede01,PG,23,SAS,12,77,10.0,.552,.273,.909,5.8,15.8,10.8,8.9,2.0,2.2,24.5,12.0,,0.0,0.1,0.1,.087,,-3.4,2.3,-1.1,0.0
457,Okaro White\whiteok01,PF,25,MIA,6,80,9.1,.577,.688,.188,4.3,11.5,7.9,3.6,0.6,1.1,5.5,10.4,,0.1,0.1,0.2,.093,,-1.2,-1.3,-2.6,0.0
458,Isaiah Whitehead\whiteis01,PG,22,BRK,10,142,11.6,.539,.190,.270,2.2,12.8,7.4,22.2,2.4,1.1,23.8,27.8,,-0.2,0.2,-0.1,-0.027,,-4.4,-0.1,-4.6,-0.1
459,Hassan Whiteside\whiteha01,C,28,MIA,26,670,25.7,.601,.007,.328,12.6,39.1,25.9,4.3,1.5,6.3,11.4,23.8,,1.4,1.5,2.9,.208,,-2.3,1.7,-0.6,0.2
460,Andrew Wiggins\wiggian01,SF,22,MIN,47,1696,13.4,.502,.274,.278,3.3,10.1,6.7,7.6,1.7,1.6,8.0,23.3,,0.6,1.1,1.7,.047,,-1.0,-1.3,-2.3,-0.1
461,Jacob Wiley\wileyja01,PF,23,BRK,5,33,8.2,.410,.500,.500,6.3,29.1,17.6,8.0,1.5,0.0,0.0,6.3,,0.0,0.0,0.1,.102,,-3.9,1.5,-2.3,0.0
462,Damien Wilkins\wilkida02,SF,38,IND,19,152,4.9,.405,.462,.103,3.8,8.1,6.0,7.7,0.7,0.6,10.9,13.5,,-0.1,0.0,-0.1,-0.025,,-4.0,-2.2,-6.2,-0.2
463,C.J. Williams\willicj01,SG,27,LAC,28,544,10.3,.549,.414,.097,2.0,6.6,4.4,6.4,2.2,2.0,9.6,13.3,,0.4,0.5,0.8,.071,,-0.9,0.5,-0.4,0.2
464,Lou Williams\willilo02,SG,31,LAC,43,1373,22.4,.608,.440,.365,1.8,7.0,4.4,26.8,1.3,0.5,13.1,29.9,,4.3,0.7,4.9,.172,,5.7,-3.2,2.6,1.6
465,Marvin Williams\willima02,PF,31,CHO,43,1110,14.7,.641,.530,.215,4.0,15.7,9.8,6.4,1.3,1.1,8.9,13.9,,2.3,1.2,3.5,.150,,1.8,0.7,2.5,1.3
466,Matt Williams\willima05,SG,24,MIA,3,11,-0.6,.417,.833,.000,0.0,10.4,5.2,0.0,0.0,0.0,14.3,29.0,,-0.1,0.0,0.0,-0.208,,-8.4,-8.7,-17.2,0.0
467,Troy Williams\willitr02,SF,23,HOU,4,17,-2.3,.242,.556,.333,6.6,20.1,13.3,8.4,2.8,0.0,8.8,28.8,,-0.1,0.0,-0.1,-0.257,,-11.3,-3.1,-14.4,-0.1
468,D.J. Wilson\wilsodj01,PF,21,MIL,14,52,0.4,.444,.333,.000,0.0,13.9,6.9,5.2,1.0,0.0,30.8,11.4,,-0.1,0.0,-0.1,-0.095,,-7.8,-2.1,-9.9,-0.1
469,Jamil Wilson\wilsoja02,SF,27,LAC,15,274,11.7,.634,.778,.049,1.2,11.6,6.4,5.4,0.9,2.5,8.8,14.4,,0.4,0.2,0.6,.105,,1.1,-0.9,0.2,0.2
470,Justise Winslow\winslju01,SF,21,MIA,30,673,11.3,.494,.243,.144,4.6,22.0,13.3,13.8,1.4,1.3,13.1,15.0,,0.2,0.8,1.0,.072,,-2.8,1.5,-1.2,0.1
471,Jeff Withey\witheje01,C,27,DAL,10,39,8.5,.444,.625,.125,2.8,26.9,14.4,0.0,0.0,6.9,10.6,22.2,,-0.1,0.1,0.0,-0.054,,-8.9,-3.6,-12.5,-0.1
